gvkey,fyear,tic,conm,oiadp,at,ind
5530,2015,HWKN,HAWKINS INC,34.496,436.491,15
5539,2015,HCSG,HEALTHCARE SERVICES GROUP,89.052,480.949,20
5543,2015,WELL,WELLTOWER INC,1129.263,29023.845,60
5559,2015,STRL,STERLING CONSTRUCTION CO INC,-8.847,267.284,20
5560,2015,HL,HECLA MINING CO,-29.868,2221.925,15
5567,2015,HEI,HEICO CORP,229.949,1736.387,20
5568,2015,KHC,KRAFT HEINZ CO,4282,122973,30
5572,2015,HELE,HELEN OF TROY LTD,180.583,1869.643,25
5581,2015,HP,HELMERICH & PAYNE,664.034,7152.012,10
5597,2015,HSY,HERSHEY CO,1456.619,5344.371,30
5600,2015,HTZ,HERTZ GLOBAL HOLDINGS INC,910,23358,20
5606,2015,HPQ,HP INC,8381,106882,45
5608,2015,HXL,HEXCEL CORP,332.4,2187.4,20
5639,2015,HRC,HILL-ROM HOLDINGS INC,211,4457.6,35
5643,2015,HLT,HILTON WORLDWIDE HOLDINGS,1792,25716,25
5650,2015,HTHIY,HITACHI LTD,5647.295,111643.88,45
5667,2015,HFC,HOLLYFRONTIER CORP,1244.353,8388.299,10
5671,2015,PNK,PINNACLE ENTERTAINMENT INC,355.534,4530.911,25
5680,2015,HD,HOME DEPOT INC,11902,42549,25
5681,2015,HOFD,HOMEFED CORP,8.281,555.311,60
5690,2015,HNI,HNI CORP,180.773,1263.925,20
5691,2015,HMC,HONDA MOTOR CO LTD,4477.638,162153.478,25
5697,2015,HPHWQ,HOOPER HOLMES INC,-6.812,17.846,35
5709,2015,HRL,HORMEL FOODS CORP,1084.496,6139.831,30
5723,2015,HOT,STARWOOD HOTELS&RESORTS WRLD,851,8268,25
5735,2015,HBC1,HSBC FINANCE CORP,97,24145,40
5742,2015,CNP,CENTERPOINT ENERGY INC,933,21334,55
5750,2015,HOV,HOVNANIAN ENTRPRS INC  -CL A,125.514,2602.298,25
5763,2015,UBA,URSTADT BIDDLE PROPERTIES,43.31,861.075,60
5764,2015,HUBB,HUBBELL INC,513.5,3208.7,20
5783,2015,JBHT,HUNT (JB) TRANSPRT SVCS INC,728.513,3636.567,20
5786,2015,HBAN,HUNTINGTON BANCSHARES,1179.212,71044.551,40
5788,2015,HURC,HURCO COMPANIES INC,24.536,245.841,20
5791,2015,HTCH,HUTCHINSON TECHNOLOGY INC,-15.549,241.512,45
5792,2015,HBP,HUTTIG BUILDING PRODUCTS INC,14.1,177.4,20
5808,2015,4300A,HYDRO QUEBEC,4043.644,54338.464,55
5831,2015,IEC,IEC ELECTRONICS CORP,-0.335,68.262,45
5849,2015,BBX,BBX CAPITAL CORPORATION,714.703,1349.698,25
5860,2015,ITT,ITT INC,393.6,3723.6,20
5862,2015,RYN,RAYONIER INC,58.025,2319.263,60
5870,2015,IDA,IDACORP INC,282.097,6023.314,55
5878,2015,ITW,ILLINOIS TOOL WORKS,2869,15729,20
5888,2015,TLGT,TELIGENT INC,-0.936,184.762,35
5902,2015,IMMU,IMMUNOMEDICS INC,-46.22,105.78,35
5914,2015,AEP2,INDIANA MICHIGAN POWER CO,369.9,8710.4,55
5918,2015,VVC,VECTREN CORP,361.8,5409.9,55
5932,2015,IEHC,IEH CORP,3.147,14.702,45
5959,2015,IR,INGERSOLL-RAND PLC,1492.1,16738.8,20
5968,2015,RYI,RYERSON HOLDING CORP,113.1,1556.2,15
5978,2015,AEGN,AEGION CORP,79.068,1258.307,20
5987,2015,GFF,GRIFFON CORP,101.017,1731.433,20
6003,2015,IDTI,INTEGRATED DEVICE TECH INC,156.608,1099.189,45
6008,2015,INTC,INTEL CORP,14356,103065,45
6013,2015,INS,INTELLIGENT SYSTEM CORP,-2.822,26.173,45
6034,2015,TILE,INTERFACE INC,113.593,756.549,20
6066,2015,IBM,INTL BUSINESS MACHINES CORP,15568,110495,45
6078,2015,IFF,INTL FLAVORS & FRAGRANCES,622.59,3721.454,15
6081,2015,NAV,NAVISTAR INTERNATIONAL CORP,305,6692,20
6100,2015,IDCC,INTERDIGITAL INC,208.549,1474.485,45
6104,2015,IP,INTL PAPER CO,2380,30587,15
6115,2015,ISHCQ,INTL SHIPHOLDING CORP,-11.539,346.302,20
6116,2015,ISCA,INTL SPEEDWAY CORP  -CL A,108.392,2122.199,25
6136,2015,IPG,INTERPUBLIC GROUP OF COS,871.1,12585.1,50
6158,2015,IVC,INVACARE CORP,-4.649,838.143,35
6178,2015,AES4,IPALCO ENTERPRISES INC,201.995,4237.925,55
6194,2015,ISRL,ISRAMCO INC,-21.302,146.957,10
6196,2015,AXE,ANIXTER INTL INC,306.1,4142,45
6216,2015,JEC,JACOBS ENGINEERING GROUP INC,602.719,7785.926,20
6223,2015,EME,EMCOR GROUP INC,275.306,3546.47,20
6233,2015,MFCB,MFC BANCORP LTD,-27.01,706.229,40
6239,2015,LUK2,JEFFERIES GROUP LLC,986.975,38565.142,40
6253,2015,GPU3,JERSEY CENTRAL POWER & LIGHT,219,7231,55
6266,2015,JNJ,JOHNSON & JOHNSON,18370,133411,35
6268,2015,JCI,JOHNSON CONTROLS INTL PLC,2352,29673,20
6304,2015,KLAC,KLA-TENCOR CORP,700.927,4826.012,45
6307,2015,SHLD,SEARS HOLDINGS CORP,-1417,11337,25
6310,2015,KMI,KINDER MORGAN INC,4535,84104,10
6311,2015,PNRG,PRIMEENERGY CORP,-17.617,226.795,10
6326,2015,KAMN,KAMAN CORP,114.375,1441.205,20
6333,2015,KCLI,KANSAS CITY LIFE INS CO,42.196,4421.873,40
6334,2015,GXP,GREAT PLAINS ENERGY INC,530.1,10738.6,55
6335,2015,KSU,KANSAS CITY SOUTHERN,813.4,8341,20
6338,2015,EVRG,EVERGY INC,620.997,10705.666,55
6349,2015,KATYQ,KATY INDUSTRIES INC,3.151,81.606,30
6375,2015,K,KELLOGG CO,1493,15265,30
6379,2015,KELYA,KELLY SERVICES INC  -CL A,66.7,1939.6,20
6386,2015,KMT,KENNAMETAL INC,241.979,2849.529,20
6396,2015,IHRC,INVESTORS HERITAGE CAP CORP,0.752,570.038,40
6397,2015,AEP4,KENTUCKY POWER,80.756,2436.256,55
6410,2015,KEQU,KEWAUNEE SCIENTIFIC CORP,6.377,72.405,35
6416,2015,KTCC,KEY TRONIC CORP,7.428,230.794,45
6433,2015,KBAL,KIMBALL INTERNATIONAL  -CL B,26.27,266.129,20
6435,2015,KMB,KIMBERLY-CLARK CORP,3272,14842,30
6461,2015,KEX,KIRBY CORP,378.99,4156.266,20
6494,2015,KMTUY,KOMATSU LTD,1797.35,23257.908,20
6497,2015,KOSS,KOSS CORP,0.544,22.427,25
6500,2015,KRSL,KREISLER MANUFACTURING CORP,1.538,15.202,20
6502,2015,KR,KROGER CO,3576,33897,30
6506,2015,KUBTY,KUBOTA CORP,1428.569,21060.963,20
6509,2015,KLIC,KULICKE & SOFFA INDUSTRIES,39.992,904.466,45
6512,2015,KYOCY,KYOCERA CORP,921.349,27531.124,45
6527,2015,LYTS,LSI INDUSTRIES INC,9.838,182.379,20
6528,2015,LXU,LSB INDUSTRIES INC,-46.49,1361.827,15
6532,2015,XCRA,XCERRA CORP,34.439,387.475,45
6543,2015,LZB,LA-Z-BOY INC,122.968,800.029,25
6547,2015,SR,SPIRE INC,274.7,5290.2,55
6565,2015,LRCX,LAM RESEARCH CORP,884.064,9364.648,45
6573,2015,LANC,LANCASTER COLONY CORP,154.861,714.944,30
6574,2015,LNCE,SNYDERS-LANCE INC,114.753,1818.258,30
6617,2015,LAWS,LAWSON PRODUCTS,3.052,133.094,20
6639,2015,LEE,LEE ENTERPRISES INC,104.524,763.484,50
6649,2015,LEG,LEGGETT & PLATT INC,485.5,2967.6,25
6653,2015,LM,LEGG MASON INC,470.852,7520.446,40
6669,2015,LEN,LENNAR CORP,1086.016,14419.509,25
6682,2015,JEF,JEFFERIES FINANCIAL GRP INC,1268.93,46339.812,40
6730,2015,LLY,LILLY (ELI) & CO,3745.1,35568.9,35
6733,2015,LB,L BRANDS INC,2192,8493,25
6737,2015,LECO,LINCOLN ELECTRIC HLDGS INC,371.61,1784.171,20
6742,2015,LNC,LINCOLN NATIONAL CORP,1614,251937,40
6768,2015,KATE,KATE SPADE & CO,127.793,980.361,25
6774,2015,LMT,LOCKHEED MARTIN CORP,5302,49128,20
6781,2015,L,LOEWS CORP,741,76029,40
6788,2015,RRC,RANGE RESOURCES CORP,-439.402,6900.031,10
6791,2015,FACO,FIRST ACCEPTANCE CORP,5.672,402.127,40
6821,2015,LPX,LOUISIANA-PACIFIC CORP,-44.9,2176.3,15
6823,2015,ETR2,ENTERGY LOUISIANA LLC,718.332,16387.447,55
6829,2015,LOW,LOWE'S COMPANIES INC,5501,31266,25
6831,2015,LUB,LUBYS INC,-4.592,264.258,25
6845,2015,LDL,LYDALL INC,53.831,358.26,20
6848,2015,LGL,LGL GROUP INC,-0.788,15.803,45
6865,2015,MDC,MDC HOLDINGS INC,99.147,2415.899,25
6867,2015,MDU,MDU RESOURCES GROUP INC,254.133,6627.608,55
6900,2015,MTSC,MTS SYSTEMS CORP,61.496,460.831,45
6932,2015,MGEE,MGE ENERGY INC,124.255,1730.673,55
6936,2015,MPET,MAGELLAN PETROLEUM CORP,-28.831,46.7,10
6946,2015,MGA,MAGNA INTERNATIONAL INC,2325,19706,25
6972,2015,MKTAY,MAKITA CORP,575.307,4963.743,20
6994,2015,MTW,MANITOWOC CO,211.2,3448.9,20
7017,2015,MRO,MARATHON OIL CORP,-2635,32311,10
7022,2015,MCS,MARCUS CORP,55.597,807.912,50
7063,2015,HST,HOST HOTELS & RESORTS INC,722,11784,60
7065,2015,MMC,MARSH & MCLENNAN COS,2461,18216,40
7085,2015,MAS,MASCO CORP,927,5680,20
7092,2015,CCUR,CCUR HOLDINGS INC,1.282,57.873,45
7114,2015,PCRFY,PANASONIC CORP,3697.82,49786.355,25
7116,2015,MAT,MATTEL INC,555.822,6552.689,25
7117,2015,MLP,MAUI LAND & PINEAPPLE CO,9.332,46.599,60
7124,2015,MXWL,MAXWELL TECHNOLOGIES INC,-11.348,172.013,45
7138,2015,MAYS,MAYS (J.W.) INC,3.214,66.436,60
7146,2015,MKC,MCCORMICK & CO INC,617.5,4507.8,30
7152,2015,MDR,MCDERMOTT INTL INC,178.434,3387.076,10
7154,2015,MCD,MCDONALD'S CORP,7354.9,37938.7,25
7161,2015,MGRC,MCGRATH RENTCORP,76.957,1152.709,20
7163,2015,SPGI,S&P GLOBAL INC,2053,8183,40
7171,2015,MCK,MCKESSON CORP,3705,56563,35
7179,2015,MCRAA,MCRAE INDUSTRIES  -CL A,10.301,78.344,25
7185,2015,GENC,GENCOR INDUSTRIES INC,-0.794,120.144,20
7228,2015,MDT,MEDTRONIC PLC,6302,99782,35
7232,2015,PSSR,PASSUR AEROSPACE INC,0.902,19.709,20
7241,2015,CVS,CVS HEALTH CORP,9764,93657,35
7251,2015,MENT,MENTOR GRAPHICS CORP,175.977,2064.364,45
7257,2015,MRK,MERCK & CO,8671,101779,35
7260,2015,MDP,MEREDITH CORP,260.089,2843.282,50
7275,2015,MLAB,MESA LABORATORIES INC,18.032,160.748,45
7291,2015,MEI,METHODE ELECTRONICS INC,108.6,655.9,45
7302,2015,GPU1,METROPOLITAN EDISON,162,2919,55
7309,2015,MXC,MEXCO ENERGY CORP,-4.47,16.467,10
7315,2015,SIEB,SIEBERT FINANCIAL CORP,-3.327,17.785,40
7316,2015,MIK,MICHAELS COS INC,720.604,2023.277,25
7343,2015,MU,MICRON TECHNOLOGY INC,2956,24143,45
7344,2015,MPAD,MICROPAC INDUSTRIES INC,2.133,26.993,45
7346,2015,MSCC,MICROSEMI CORP,144.2,2450.1,45
7365,2015,ETR6,SYSTEM ENERGY RESOURCES INC,185.628,3728.875,55
7366,2015,ETR,ENTERGY CORP,1599.981,44647.681,55
7368,2015,MSEX,MIDDLESEX WATER CO,35.84,584.722,55
7401,2015,MLHR,MILLER (HERMAN) INC,211.5,1235.2,20
7420,2015,MSA,MSA SAFETY INC,144.665,1424.818,20
7422,2015,XCOOQ,EXCO RESOURCES INC,-1339.414,954.126,10
7435,2015,MMM,3M CO,7060,32718,20
7437,2015,ALE,ALLETE INC,247,4907.1,55
7449,2015,ETR4,ENTERGY MISSISSSIPPI,211.906,3477.407,55
7450,2015,SO4,MISSISSIPPI POWER CO,192,7840,55
7471,2015,MITSY,MITSUI & CO LTD,1408.833,97051.335,20
7481,2015,MOCO,MOCON INC,5.415,47.419,45
7486,2015,MOD,MODINE MANUFACTURING CO,63.2,920.9,25
7512,2015,MCEM,MONARCH CEMENT CO,16.632,182.014,15
7525,2015,MNR,MONMOUTH RE INVESTMENT CP,40.429,915.992,60
7526,2015,QDEL,QUIDEL CORP,5.128,406.505,35
7533,2015,AYE1,MONONGAHELA POWER,242,4069,55
7549,2015,MOG.A,MOOG INC  -CL A,232.935,3086.471,20
7566,2015,RT,RUBY TUESDAY INC,-36.446,837.917,25
7585,2015,MSI,MOTOROLA SOLUTIONS INC,1079,8387,45
7589,2015,STR2,QUESTAR PIPELINE CO,114.2,1283.1,10
7590,2015,STR1,QUESTAR GAS CO,122.6,2196,55
7620,2015,MUR,MURPHY OIL CORP,-3036.116,11493.812,10
7632,2015,INTG,INTERGROUP CORP,9.682,143.419,60
7636,2015,MYE,MYERS INDUSTRIES INC,33.261,429.916,15
7637,2015,MYL,MYLAN NV,1827.6,22267.7,35
7647,2015,BAC,BANK OF AMERICA CORP,37957,2144316,40
7648,2015,NCR,NCR CORP,668,7635,45
7658,2015,NL,NL INDUSTRIES,-3.509,349.323,20
7682,2015,NANO,NANOMETRICS INC,6.353,235.54,45
7685,2015,NSSC,NAPCO SECURITY TECH INC,5.281,65.037,45
7696,2015,NATH,NATHAN'S FAMOUS INC,24.963,71.549,25
7733,2015,NFG,NATIONAL FUEL GAS CO,507.243,6702.139,55
7741,2015,NHC,NATIONAL HEALTHCARE CORP,69.734,1045.329,35
7750,2015,THC,TENET HEALTHCARE CORP,1380,23682,35
7759,2015,GPX,GP STRATEGIES CORP,34.544,302.35,20
7761,2015,0738B,NPC RESTAURANT HOLDINGS LLC,42.704,1220.79,25
7762,2015,NPK,NATIONAL PRESTO INDS INC,60.394,387.384,20
7769,2015,7252B,NATIONAL RURAL UTIL COOP CP,926.939,24270.2,40
7798,2015,0170A,NBTY INC,303.194,4854.479,30
7799,2015,NATR,NATURES SUNSHINE PRODS INC,17.172,200.52,30
7841,2015,CRMZ,CREDITRISKMONITOR.COM INC,0.917,14.024,40
7849,2015,NJR,NEW JERSEY RESOURCES CORP,248.451,3339.038,55
7851,2015,ETR3,ENTERGY NEW ORLEANS,84.97,1215.144,55
7863,2015,NUVR,NUVERA COMMUNICATIONS INC,5.042,119.636,50
7866,2015,NYT,NEW YORK TIMES CO  -CL A,187.233,2417.69,50
7875,2015,NWL,NEWELL BRANDS INC,796.3,7278,25
7881,2015,NEM,NEWMONT MINING CORP,1291,25182,15
7882,2015,NR,NEWPARK RESOURCES,-14.98,848.893,10
7883,2015,NEWP,NEWPORT CORP,54.943,576.643,45
7906,2015,NKE,NIKE INC,4502,21396,25
7908,2015,NTTYY,NIPPON TELEGRAPH & TELEPHONE,12283.134,187119.116,50
7911,2015,NOBH,NOBILITY HOMES INC,2.941,42.441,25
7912,2015,NBL,NOBLE ENERGY INC,-1563,24196,10
7914,2015,NROM,NOBLE ROMANS INC,2.94,18.465,25
7921,2015,NDSN,NORDSON CORP,329.141,2360.444,20
7922,2015,JWN,NORDSTROM INC,1082,7698,25
7923,2015,NSC,NORFOLK SOUTHERN CORP,2977,34260,20
7938,2015,NC,NACCO INDUSTRIES  -CL A,-17.816,655.408,10
7951,2015,MOV,MOVADO GROUP INC,74.103,585.17,25
7965,2015,PGL2,NORTH SHORE GAS CO,23.8,457.4,55
7970,2015,ES,EVERSOURCE ENERGY,1764.164,30580.309,55
7974,2015,NI,NISOURCE INC,799.9,17492.5,55
7977,2015,XEL,XCEL ENERGY INC,2129.975,39053.535,55
7978,2015,XEL1,NORTHERN STATES POWER/WI,145.196,2300.889,55
7982,2015,NTRS,NORTHERN TRUST CORP,2742.2,116749.6,40
7985,2015,NOC,NORTHROP GRUMMAN CORP,3076,24454,20
7991,2015,TEX,TEREX CORP,391.6,5637.1,20
7993,2015,NWN,NORTHWEST NATURAL HLDNG CO,142.761,3076.692,55
7994,2015,WMB2,NORTHWEST PIPELINE CORP,222.506,2232.014,10
8001,2015,NWE,NORTHWESTERN CORP,265.816,5278.64,55
8007,2015,WFC,WELLS FARGO & CO,44697,1787632,40
8020,2015,NVO,NOVO NORDISK A/S,6688.008,13357.828,35
8030,2015,NUE,NUCOR CORP,1122.273,14250.399,15
8060,2015,NEWT,NEWTEK BUSINESS SERVICES CP,0.294,355.485,40
8068,2015,OXY,OCCIDENTAL PETROLEUM CORP,-8715,43437,10
8073,2015,OBCI,OCEAN BIO-CHEM INC,0.75,23.989,30
8079,2015,OII,OCEANEERING INTERNATIONAL,396.095,3429.536,10
8087,2015,ITI,ITERIS INC,-3.47,60.02,45
8092,2015,BRS,BRISTOW GROUP INC,61.752,3271.862,10
8099,2015,FE,FIRSTENERGY CORP,2394,52187,55
8102,2015,AEP5,OHIO POWER,460.8,7137.9,55
8105,2015,ODC,OIL DRI CORP AMERICA,15.153,190.031,30
8113,2015,OGE,OGE ENERGY CORP,481.2,9597.4,55
8123,2015,OLN,OLIN CORP,193.7,9321.8,15
8148,2015,OLP,ONE LIBERTY PROPERTIES INC,33.518,650.378,60
8151,2015,OKE,ONEOK INC,1074.203,15446.111,10
8169,2015,ORBK,ORBOTECH LTD,88.227,1047.338,45
8171,2015,ED2,ORANGE & ROCKLAND UTILITIES,121,2719,55
8176,2015,ORBT,ORBIT INTERNATIONAL CORP,0.936,17.524,20
8199,2015,OTTR,OTTER TAIL CORP,109.214,1820.904,55
8210,2015,OSG,OVERSEAS SHIPHOLDING GROUP,283.677,3274.952,10
8213,2015,OMI,OWENS & MINOR INC,220.79,2777.84,35
8214,2015,OC,OWENS CORNING,565,7380,20
8215,2015,OI,OWENS-ILLINOIS INC,604,9421,15
8219,2015,OXM,OXFORD INDUSTRIES INC,97.514,582.69,25
8229,2015,PFIN,P & F INDUSTRIES  -CL A,5.959,70.578,25
8240,2015,PHH,PHH CORP,141,3652,40
8245,2015,PNC,PNC FINANCIAL SVCS GROUP INC,7284,358493,40
8247,2015,PPG,PPG INDUSTRIES INC,2118,17076,15
8253,2015,PCAR,PACCAR INC,2445.6,21109.8,20
8264,2015,PCG,PG&E CORP,2415,63339,55
8266,2015,UWN,NEVADA GOLD & CASINOS INC,5.037,57.759,25
8272,2015,SRE,SEMPRA ENERGY,1910,41150,55
8290,2015,MEC2,PACIFICORP,1340,22367,55
8326,2015,PEL1,PANHANDLE EASTERN PIPE LINE,153,5294,55
8334,2015,PAR,PAR TECHNOLOGY CORP,6.629,115.312,45
8336,2015,PARF,PARADISE INC,0.798,24.583,30
8348,2015,PKE,PARK ELECTROCHEMICAL CORP,21.541,314.777,45
8350,2015,PKOH,PARK OHIO HOLDINGS CORP,100.9,946.6,20
8357,2015,PKD,PARKER DRILLING CO,-6.491,1376.904,10
8358,2015,PH,PARKER-HANNIFIN CORP,1547.177,12295.037,20
8363,2015,PKY.1,PARKWAY PROPERTIES INC,53.739,3619.235,60
8386,2015,PATK,PATRICK INDUSTRIES INC,69.969,386.049,20
8402,2015,PAYX,PAYCHEX INC,1146.6,6440.8,45
8423,2015,PMFG,PMFG INC,-5.202,162.493,20
8431,2015,AFG,AMERICAN FINANCIAL GROUP INC,615,49859,40
8440,2015,PVAC,PENN VIRGINIA CORP,-1592.261,517.725,10
8446,2015,JCP,PENNEY (J C) CO,178,9442,25
8450,2015,FE4,PENNSYLVANIA ELECTRIC CO,173,3578,55
8455,2015,PPL,PPL CORP,2846,39301,55
8457,2015,PEI,PENNSYLVANIA RE INVS TRUST,-59.005,2806.516,60
8463,2015,PNR,PENTAIR PLC,899.7,11857,20
8471,2015,PGL3,PEOPLES GAS LIGHT & COKE CO,186.5,4304,55
8479,2015,PEP,PEPSICO INC,10142,69667,30
8486,2015,TPC,TUTOR PERINI CORP,105.413,4042.441,20
8512,2015,PDCE,PDC ENERGY INC,-64.209,2370.543,10
8515,2015,PHIIK,PHI INC,70.756,1430.332,10
8530,2015,PFE,PFIZER INC,13859,167460,35
8539,2015,EXC,EXELON CORP,4511,95384,55
8542,2015,WTR,AQUA AMERICA INC,321.1,5741.038,55
8543,2015,MO,ALTRIA GROUP INC,8365,32535,30
8544,2015,PHI,PLDT INC,886.558,9716.278,50
8546,2015,PHG,KONINKLIJKE PHILIPS NV,1853.632,33636.838,35
8549,2015,COP,CONOCOPHILLIPS,-5267,97484,10
8551,2015,PVH,PVH CORP,844.1,10696.4,25
8577,2015,DUK1,PIEDMONT NATURAL GAS CO,277.763,5110.75,55
8579,2015,PIR,PIER 1 IMPORTS INC/DE,75.208,819.191,25
8582,2015,SENEA,SENECA FOODS CORP,73.88,895.327,30
8599,2015,AGYS,AGILYSYS INC,-3.582,185.157,45
8605,2015,PJC,PIPER JAFFRAY COS,130.274,2138.518,40
8606,2015,PBI,PITNEY BOWES INC,644.835,6141.462,20
8611,2015,PW,POWER REIT,1.299,21.748,60
8613,2015,2638B,PISMO COAST VILLAGE INC,1.832,17.562,25
8633,2015,PLT,PLANTRONICS INC,122.967,933.437,45
8644,2015,KGC,KINROSS GOLD CORP,-756,7735.4,15
8661,2015,IPDN,PROFESSIONAL DIVERSITY NETWK,-7.743,41.428,50
8692,2015,PCH,POTLATCHDELTIC CORP,58.907,1016.612,60
8694,2015,POM,PEPCO HOLDINGS INC,639,16326,55
8699,2015,POWL,POWELL INDUSTRIES INC,24.045,468.824,20
8717,2015,PCP,PRECISION CASTPARTS CORP,1389,20497,20
8762,2015,PG,PROCTER & GAMBLE CO,14770,129495,30
8806,2015,NU4,PUBLIC SERVICE CO/N H,230.177,3596.519,55
8807,2015,PNM,PNM RESOURCES INC,291.416,6009.328,55
8808,2015,SCG2,PUBLIC SERVICE CO OF N C,92.97,1840.986,55
8809,2015,AEP12,PUBLIC SERVICE CO OF OKLA,193.2,4170.4,55
8810,2015,PEG,PUBLIC SERVICE ENTRP GRP INC,2962,37535,55
8815,2015,PUSH,PUBLIX SUPER MARKETS INC,2678.241,16359.278,30
8818,2015,5495B,PUGET ENERGY INC,671.925,12852.619,55
8823,2015,PHM,PULTEGROUP INC,784.872,8967.16,25
8826,2015,PCYO,PURE CYCLE CORP,-1.436,73.061,55
8832,2015,AGX,ARGAN INC,72.928,410.902,20
8850,2015,KWR,QUAKER CHEMICAL CORP,81.564,685.513,15
8858,2015,NXGN,NEXTGEN HEALTHCARE INC,51.511,530.79,35
8864,2015,ASYS,AMTECH SYSTEMS INC,-8.938,125.456,45
8867,2015,QTM,QUANTUM CORP,-6.479,229.546,45
8873,2015,STR,QUESTAR CORP,401.8,4377.8,55
8892,2015,RCMT,RCM TECHNOLOGIES INC,7.851,81.336,20
8898,2015,RJF,RAYMOND JAMES FINANCIAL CORP,876.284,26479.684,40
8901,2015,RES,RPC INC,-149.86,1237.094,10
8902,2015,RPM,RPM INTERNATIONAL INC,551.571,4776.041,15
8947,2015,USLM,U S LIME & MINERALS,19.086,196.499,15
8958,2015,RAVN,RAVEN INDUSTRIES INC,20.351,298.688,20
8972,2015,RTN,RAYTHEON CO,2864,29281,20
8987,2015,IHT,INNSUITES HOSPITALITY TR,-1.379,23.941,25
9016,2015,RBC,REGAL BELOIT CORP,382.3,4591.7,20
9023,2015,RGS,REGIS CORP/MN,2.531,1162.015,25
9061,2015,HBC2,HSBC USA INC,2393,188278,40
9063,2015,AN,AUTONATION INC,870.6,9558.3,25
9083,2015,REXI,RESOURCE AMERICA INC,18.823,211.195,40
9125,2015,RELL,RICHARDSON ELECTRONICS LTD,-6.797,168.13,45
9135,2015,RICOY,RICOH CO LTD,734.371,24697.216,45
9154,2015,RSKIA,RISK(GEORGE) INDUSTRIES INC,3.362,36.668,45
9155,2015,RAD,RITE AID CORP,801.688,11277.01,30
9171,2015,RGCO,RGC RESOURCES INC,10.006,148.141,55
9203,2015,ROK,ROCKWELL AUTOMATION,1196.7,6404.7,20
9216,2015,ROG,ROGERS CORP,88.955,932.458,45
9225,2015,ROL,ROLLINS INC,241.065,852.431,20
9248,2015,ROST,ROSS STORES INC,1624.371,4869.119,25
9256,2015,RSE,ROUSE PROPERTIES INC,52.293,2529.258,40
9258,2015,RDC,ROWAN COMPANIES PLC,636.734,8347.267,10
9273,2015,RGLD,ROYAL GOLD INC,87.235,2925.432,15
9299,2015,R,RYDER SYSTEM INC,509.243,10967.809,20
9317,2015,SEIC,SEI INVESTMENTS CO,365.868,1588.628,40
9324,2015,SJW,SJW GROUP,79.96,1340.963,55
9325,2015,SLI,SL INDUSTRIES INC,19.686,133.92,20
9330,2015,PVCT,PROVECTUS BIOPHARMACEUTICALS,-24.654,20.44,35
9355,2015,SFE,SAFEGUARD SCIENTIFICS INC,-17.554,257.634,40
9372,2015,STJ,ST JUDE MEDICAL INC,1312,13064,35
9393,2015,SJT,SAN JUAN BASIN ROYALTY TR,16.918,10.544,10
9445,2015,SCG,SCANA CORP,1074,17146,55
9465,2015,SLB,SCHLUMBERGER LTD,5566,68005,10
9466,2015,SCHL,SCHOLASTIC CORP,92.3,1713.1,50
9472,2015,SHLM,SCHULMAN (A.) INC,120.704,2351.711,15
9521,2015,SLGD,SCOTT'S LIQUID GOLD,2.277,16.143,30
9538,2015,SEB,SEABOARD CORP,126,4431,30
9551,2015,APPS,DIGITAL TURBINE INC,-23.532,122.068,45
9555,2015,SEE,SEALED AIR CORP,885.7,7426,15
9590,2015,IIN,INTRICON CORP,2.766,41.886,35
9599,2015,SMTC,SEMTECH CORP,29.525,911.517,45
9611,2015,SCI,SERVICE CORP INTERNATIONAL,550.457,11718.888,25
9619,2015,SVT,SERVOTRONICS INC,2.208,34.374,20
9664,2015,SHEN,SHENANDOAH TELECOMMUN CO,79.632,628.74,50
9667,2015,SHW,SHERWIN-WILLIAMS CO,1645.708,5791.855,15
9691,2015,SRP1,SIERRA PACIFIC POWER CO,184,3487,55
9698,2015,SIF,SIFCO INDUSTRIES,-1.623,156.689,20
9728,2015,MUX,MCEWEN MINING INC,-39.97,475.085,15
9761,2015,SKY.1,SKYLINE CORP,2.193,54.978,25
9771,2015,AOS,SMITH (A O) CORP,399.1,2646.5,20
9774,2015,0173A,SMITHFIELD FOODS INC,770.1,9894,30
9777,2015,SJM,SMUCKER (JM) CO,1261.3,15984.1,30
9778,2015,SNA,SNAP-ON INC,764.8,4486.9,20
9783,2015,KEY,KEYCORP,2020,95133,40
9799,2015,SODI,SOLITRON DEVICES INC,-0.195,12.201,45
9815,2015,SON,SONOCO PRODUCTS CO,409.4,4020.269,15
9818,2015,SNE,SONY CORP,3032.041,148313.379,25
9828,2015,SCG1,SOUTH CAROLINA ELEC & GAS CO,934,14765,55
9831,2015,SJI,SOUTH JERSEY INDUSTRIES INC,156.894,3480.9,55
9835,2015,PES,PIONEER ENERGY SERVICES CORP,-41.892,829.776,10
9846,2015,EIX,EDISON INTERNATIONAL,2008,50310,55
9848,2015,SRE2,SOUTHERN CALIFORNIA GAS CO,608,12104,55
9849,2015,AWR,AMERICAN STATES WATER CO,118.489,1348.6,55
9850,2015,SO,SOUTHERN CO,4678,78318,55
9860,2015,SNT1,SOUTHERN NATURAL GAS CO,297,2734,10
9882,2015,LUV,SOUTHWEST AIRLINES,4280,21312,20
9890,2015,SWX,SOUTHWEST GAS HOLDINGS INC,288.332,5358.685,55
9899,2015,T,AT&T INC,25829,402672,50
9902,2015,AEP13,SOUTHWESTERN ELECTRIC PWR CO,369.2,7148,55
